"","study","es_id","yi",".g","precalc_g","vi","sei","wf_1","wf_2","wf_3","wf_4","wf_5","wf_6","wf_7","wf_8","sample_size","...1","notes","condition_arm1","condition_arm2","descr_arm1","descr_arm2","multi_arm1","multi_arm2","...10","...11","primary_calc","outcome_type","outcome_domain","time","time_weeks","instrument","rating","sample","mean_arm1","mean_arm2","sd_arm1","sd_arm2","n_arm1","n_arm2","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","dich","dich_type","event_arm1","event_arm2","totaln_arm1","totaln_arm2","change","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","other_statistic","precalc_g_se","rand_arm1","rand_arm2","n_drop_study1","n_drop_study2","year","comorbid_me0tal","format","format_spec","program_arm1","support","initial_screening","forum","n_sessions_planned","X0_sessio0s_received","country","income_level","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","...70","sg","ac","ba","itt","rob","other_target","Reference","Domain1_rob2","Domain2_rob2","Domain3_rob2","Domain4_rob2","Domain5_rob2","Totalscore_rob2","self.guided.checked","time_weeks_num",".id",".g_se",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2"
"117","Johansson, 2012b",117,0.826122033483044,-0.826122033483044,NA,0.0580639364281102,0.240964595798035,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",75,"1",NA,"cbt","wl",NA,NA,"cbt (tailored i-cbt)","other ctr",NA,NA,1,"msd","depression","post",10,"bdi-2","self-report",1,13.78,21.67,9.4,9.5,36,39,"26.44","7.6",36,"26.24","7.9",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,42,"3","3",2012,0,"gsh",2,"cbt",5,1,0,"10","7.72","eu","high","adul","44.7","0.71","com","mdd","adul",NA,"1","1","sr","0",3,NA,"Johansson R, Sjöberg E, Sjögren M, Johnsson E, Carlbring P, Andersson T, et al. Tailored vs. standardized internet-based cognitive behavior therapy for depression and comorbid symptoms: A randomized controlled trial. PloS One. 2012;7(5):e36905.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,10,"Johansson_2012b_msd_bdi-2_post_10_self-report_cbt_wl_cbt(tailoredi-cbt)_otherctr",0.240964595798035,NA,NA,NA,NA,NA,NA
"118","Johansson, 2012b",118,0.790395736936628,-0.790395736936628,NA,0.0576708588918099,0.240147577318219,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",75,NA,NA,"cbt","wl",NA,NA,"cbt (tailored i-cbt)","other ctr",NA,NA,1,"msd","depression","post",10,"madrs-s","self-report",1,13.81,19.67,6.8,7.8,36,39,"22.86","3.9",36,"23.4","4.7",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,42,"3","3",2012,0,"gsh",2,"cbt",5,1,0,"10","7.72","eu","high","adul","44.7","0.71","com","mdd","adul",NA,"1","1","sr","0",3,NA,"Johansson R, Sjöberg E, Sjögren M, Johnsson E, Carlbring P, Andersson T, et al. Tailored vs. standardized internet-based cognitive behavior therapy for depression and comorbid symptoms: A randomized controlled trial. PloS One. 2012;7(5):e36905.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,10,"Johansson_2012b_msd_madrs-s_post_10_self-report_cbt_wl_cbt(tailoredi-cbt)_otherctr",0.240147577318219,NA,NA,NA,NA,NA,NA
"119","Johansson, 2012b",119,0.569112985074952,-0.569112985074952,NA,0.0573190044715205,0.239413876940165,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",73,NA,NA,"cbt","wl",NA,NA,"cbt (standardized i-cbt)","other ctr",NA,NA,1,"msd","depression","post",10,"madrs-s","self-report",1,15.21,19.67,7.7,7.8,34,39,"22.46","5.7",37,"23.4","4.7",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,"6","3",2012,0,"gsh",2,"cbt",5,1,0,"8","6.46","eu","high","adul","44.7","0.71","com","mdd","adul",NA,"1","1","sr","0",3,NA,"Johansson R, Sjöberg E, Sjögren M, Johnsson E, Carlbring P, Andersson T, et al. Tailored vs. standardized internet-based cognitive behavior therapy for depression and comorbid symptoms: A randomized controlled trial. PloS One. 2012;7(5):e36905.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,10,"Johansson_2012b_msd_madrs-s_post_10_self-report_cbt_wl_cbt(standardizedi-cbt)_otherctr",0.239413876940165,NA,NA,NA,NA,NA,NA
"120","Johansson, 2012b",120,0.559052328114464,-0.559052328114464,NA,0.0572395893808061,0.239247966304431,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",73,NA,NA,"cbt","wl",NA,NA,"cbt (standardized i-cbt)","other ctr",NA,NA,1,"msd","depression","post",10,"bdi-2","self-report",1,16.06,21.67,10.4,9.5,34,39,"25.3","8",37,"26.24","7.9",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,"6","3",2012,0,"gsh",2,"cbt",5,1,0,"8","6.46","eu","high","adul","44.7","0.71","com","mdd","adul",NA,"1","1","sr","0",3,NA,"Johansson R, Sjöberg E, Sjögren M, Johnsson E, Carlbring P, Andersson T, et al. Tailored vs. standardized internet-based cognitive behavior therapy for depression and comorbid symptoms: A randomized controlled trial. PloS One. 2012;7(5):e36905.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,10,"Johansson_2012b_msd_bdi-2_post_10_self-report_cbt_wl_cbt(standardizedi-cbt)_otherctr",0.239247966304431,NA,NA,NA,NA,NA,NA
"121","Johansson, 2019a",121,1.58592277536805,-1.58592277536805,NA,0.0980525001328445,0.313133358384003,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",54,"1",NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"madrs-sr","self-report",1,13.6,23.1,6.1,5.7,27,27,"26.2","8.6999999999999993",27,"23.4","5.0999999999999996",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,"3","4",2019,0,"gsh",2,"cbt",5,0,0,"8","6.3","eu","high","adul","39","0.56999999999999995","clin","mdd","adul",NA,"1","1","1","1",4,NA,"Johansson, O., Bjärehed, J., Andersson, G., Carlbring, P., & Lundh, L. G. (2019). Effectiveness of guided internet-delivered cognitive behavior therapy for depression in routine psychiatry: A randomized controlled trial. Internet Interventions, 17. doi:10.1016/j.invent.2019.100247","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,8,"Johansson_2019a_msd_madrs-sr_post_8_self-report_cbt_wl_NA_NA",0.313133358384003,NA,NA,NA,NA,NA,NA
"122","Johansson, 2019a",122,1.53786227873518,-1.53786227873518,NA,0.0966212155360228,0.310839533418809,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",54,NA,NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"hads-d","self-report",1,6.2,11.1,3.6,2.6,27,27,"12.3","4.0999999999999996",27,"11.7","3.7",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,"3","4",2019,0,"gsh",2,"cbt",5,0,0,"8","6.3","eu","high","adul","39","0.56999999999999995","clin","mdd","adul",NA,"1","1","1","1",4,NA,"Johansson, O., Bjärehed, J., Andersson, G., Carlbring, P., & Lundh, L. G. (2019). Effectiveness of guided internet-delivered cognitive behavior therapy for depression in routine psychiatry: A randomized controlled trial. Internet Interventions, 17. doi:10.1016/j.invent.2019.100247","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,8,"Johansson_2019a_msd_hads-d_post_8_self-report_cbt_wl_NA_NA",0.310839533418809,NA,NA,NA,NA,NA,NA
"123","Johansson, 2019b",123,0.435652901407098,-0.435652901407098,NA,0.028443812151586,0.168652934014164,"website","guided","med","cbt-based","wl","cut","high risk","post",144,"1",NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",9,"phq-9","self-report",1,6.63,8.68,4.76,4.6,72,72,"10.71","4.47",72,"10.220000000000001","5.0999999999999996",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,"7","10",2019,0,"gsh",2,"cbt",5,1,0,"7","NA","eu","high","old","62.5","0.38500000000000001","oth","cut","med",NA,"1","1","sr","1",4,NA,"Johansson, P., Westas, M., Andersson, G., Alehagen, U., Broström, A., Jaarsma, T., Mourad, G., & Lundgren, J. An Internet-Based Cognitive Behavioral Therapy Program Adapted to Patients With Cardiovascular Disease and Depression: Randomized Controlled Trial. JMIR Ment Health, 6(10), e14648.","Low risk","Low risk","Some concerns","Low risk","High risk","High risk",NA,9,"Johansson_2019b_msd_phq-9_post_9_self-report_cbt_wl_NA_NA",0.168652934014164,NA,NA,NA,NA,NA,NA
"124","Johansson, 2019b",124,0.672297730460726,-0.672297730460726,NA,0.0293639075329525,0.1713590019023,"website","guided","med","cbt-based","wl","cut","high risk","post",144,NA,NA,"cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",9,"madrs-sr","self-report",1,10.9,16.1,7.45,7.93,72,72,"18.27","6.98",72,"17.670000000000002","6.19",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,"7","10",2019,0,"gsh",2,"cbt",5,1,0,"7","NA","eu","high","old","62.5","0.38500000000000001","oth","cut","med",NA,"1","1","sr","1",4,NA,"Johansson, P., Westas, M., Andersson, G., Alehagen, U., Broström, A., Jaarsma, T., Mourad, G., & Lundgren, J. An Internet-Based Cognitive Behavioral Therapy Program Adapted to Patients With Cardiovascular Disease and Depression: Randomized Controlled Trial. JMIR Ment Health, 6(10), e14648.","Low risk","Low risk","Some concerns","Low risk","High risk","High risk",NA,9,"Johansson_2019b_msd_madrs-sr_post_9_self-report_cbt_wl_NA_NA",0.1713590019023,NA,NA,NA,NA,NA,NA
"125","Kivi, 2014",125,0.15705752940781,-0.15705752940781,NA,0.0658587693675196,0.25662963462453,"website","guided","adul","cbt-based","cau","mood","high risk","post",NA,"1",NA,"cbt","cau",NA,NA,NA,NA,NA,NA,1,"remission (cut-off)","depression","post",12,"bdi-1","self-report",1,NA,NA,NA,NA,NA,NA,"25.5","7.87",45,"26.09","9.39",47,"remission","BDI <= 13 at post-treatment",15,15,36,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,47,"15","12",2014,0,"gsh",2,"Depressionshjalpenw",5,1,0,"7","5.0999999999999996","eu","high","adul","36.6","0.56999999999999995","clin","mood","adul",NA,"0","1","sr","0",2,NA,"Kivi M, Eriksson MCM, Hange D, Petersson E-L, Vernmark K, Johansson B, et al. Internet-based therapy for mild to moderate depression in Swedish primary care: Short term results from the PRIM-NET randomized controlled trial. Cognitive Behaviour Therapy. 2014;43(4):289-98.","Low risk","High risk","Some concerns","Low risk","Some concerns","High risk",NA,12,"Kivi_2014_remission(cut-off)_bdi-1_post_12_self-report_cbt_cau_NA_NA",0.25662963462453,0.177681177237452,0.286879315395982,15,15,36,43
"126","Kramer, 2021",126,0.518193516109849,-0.518193516109849,NA,0.030416514739483,0.174403310574894,"website","guided","adul","not-cbt-based","wl","cut","some concerns","post",136,"1",NA,"other psy","wl","get on",NA,NA,NA,NA,NA,1,"msd","depression","post",7,"ces-d","self-report",1,24.2,30,11.46,10.8,67,69,"34.1","6.55",67,"35.799999999999997","6.65",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,69,"19","8",2021,0,"gsh",2,"GET.ON mood enhancer",5,0,0,"6","4","eu","high","adul","36.299999999999997","0.78","clin","cut","adul",NA,"1","0","1","1",3,NA,"Krämer, L. V., Grünzig, S. D., Baumeister, H., Ebert, D. D., & Bengel, J. (2021). Effectiveness of a Guided Web-Based Intervention to Reduce Depressive Symptoms before Outpatient Psychotherapy: A Pragmatic Randomized Controlled Trial. Psychother Psychosom, 90(4), 233-242. https://doi.org/10.1159/000515625 
","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,7,"Kramer_2021_msd_ces-d_post_7_self-report_otherpsy_wl_NA_NA",0.174403310574894,NA,NA,NA,NA,NA,NA
"127","Kramer, 2021",127,0.519213903131106,-0.519213903131106,NA,0.0304204505091205,0.174414593738943,"website","guided","adul","not-cbt-based","wl","cut","some concerns","post",136,NA,NA,"other psy","wl","get on",NA,NA,NA,NA,NA,1,"msd","depression","post",7,"phq-9","self-report",1,10.5,13.3,5.73,4.98,67,69,"14.6","4.09",67,"15.7","4.1500000000000004",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,69,"19","8",2021,0,"gsh",2,"GET.ON mood enhancer",5,0,0,"6","4","eu","high","adul","36.299999999999997","0.78","clin","cut","adul",NA,"1","0","1","1",3,NA,"Krämer, L. V., Grünzig, S. D., Baumeister, H., Ebert, D. D., & Bengel, J. (2021). Effectiveness of a Guided Web-Based Intervention to Reduce Depressive Symptoms before Outpatient Psychotherapy: A Pragmatic Randomized Controlled Trial. Psychother Psychosom, 90(4), 233-242. https://doi.org/10.1159/000515625 
","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,7,"Kramer_2021_msd_phq-9_post_7_self-report_otherpsy_wl_NA_NA",0.174414593738943,NA,NA,NA,NA,NA,NA
"128","Krämer, 2022",128,1.43605465879197,-1.43605465879197,NA,0.0208162582675679,0.144278405409707,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","post",250,"1",NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr",NA,NA,1,"msd","depression","post",12,"bdi-2","self-report",1,18.49,30.26,8.88,6.97,150,100,"30.54","8.5299999999999994",150,"30.88","10.74",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,"34","47",2022,0,"ush",2,"Selfapy",1,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,"Krämer_2022_msd_bdi-2_post_12_self-report_otherpsy_wl_self-guided_ctr",0.144278405409707,NA,NA,NA,NA,NA,NA
"129","Krämer, 2022",129,2.34095537392476,-2.34095537392476,NA,0.0276934714237836,0.166413555408757,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","post",250,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr",NA,NA,1,"msd","depression","post",12,"qids-sr-16","self-report",1,7.99,17.88,4.31,4.06,150,100,"19.36","5.44",150,"18.55","6.04",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,"34","47",2022,0,"ush",2,"Selfapy",1,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,"Krämer_2022_msd_qids-sr-16_post_12_self-report_otherpsy_wl_self-guided_ctr",0.166413555408757,NA,NA,NA,NA,NA,NA
"130","Krämer, 2022",130,0.921796981294749,-0.921796981294749,NA,0.0183764220451,0.135559662308151,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","post",250,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr",NA,NA,1,"msd","depression","post",12,"hdrs","clinician-rated",1,14.75,21.13,5.88,8.2,150,100,"23.22","6.75",150,"22.64","6.76",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,"34","47",2022,0,"ush",2,"Selfapy",1,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,"Krämer_2022_msd_hdrs_post_12_clinician-rated_otherpsy_wl_self-guided_ctr",0.135559662308151,NA,NA,NA,NA,NA,NA
"131","Krämer, 2022",131,2.82905549296477,-2.82905549296477,NA,0.0953401456490327,0.308771996218946,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","follow-up",91,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr",NA,NA,1,"msd","depression","fu1",24,"bdi-2","self-report",0,16.29,38.28,6.47,9.88,62,29,"30.54","8.5299999999999994",150,"30.88","10.74",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,"88","71",2022,0,"ush",2,"Selfapy",1,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Krämer_2022_msd_bdi-2_fu1_24_self-report_otherpsy_wl_self-guided_ctr",0.308771996218946,NA,NA,NA,NA,NA,NA
"132","Krämer, 2022",132,1.88899090296836,-1.88899090296836,NA,0.0705533781770399,0.265618858850496,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","follow-up",91,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr",NA,NA,1,"msd","depression","fu1",24,"qids-sr-16","clinician-rated",0,8.85,18.76,5.23,5.14,62,29,"19.36","5.44",150,"18.55","6.04",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,"88","71",2022,0,"ush",2,"Selfapy",1,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Krämer_2022_msd_qids-sr-16_fu1_24_clinician-rated_otherpsy_wl_self-guided_ctr",0.265618858850496,NA,NA,NA,NA,NA,NA
"133","Krämer, 2022",133,3.29166090345306,-3.29166090345306,NA,0.791109704947879,0.889443480468478,"website","minimal to no support","adul","not-cbt-based","wl","mood","high risk","follow-up",13,NA,NA,"other psy","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","self-guided","ctr",NA,NA,1,"msd","depression","fu1",24,"hdrs","clinician-rated",0,9.83,26.29,5.19,4.15,6,7,"23.22","6.75",150,"22.64","6.76",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,100,"144","93",2022,0,"ush",2,"Selfapy",1,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Krämer_2022_msd_hdrs_fu1_24_clinician-rated_otherpsy_wl_self-guided_ctr",0.889443480468478,NA,NA,NA,NA,NA,NA
"134","Krämer, 2022",134,1.57926067756442,-1.57926067756442,NA,0.0216208674806689,0.147040360039919,"website","guided","adul","cbt-based","wl","mood","high risk","post",251,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr",NA,NA,1,"msd","depression","post",12,"bdi-2","self-report",1,16.61,30.26,9.55,6.97,151,100,"30.09","9.18",151,"30.88","10.74",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,"19","47",2022,0,"gsh",2,"Selfapy",5,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,"Krämer_2022_msd_bdi-2_post_12_self-report_cbt_wl_guided_ctr",0.147040360039919,NA,NA,NA,NA,NA,NA
"135","Krämer, 2022",135,2.61000285627053,-2.61000285627053,NA,0.0302746669936201,0.173996169479733,"website","guided","adul","cbt-based","wl","mood","high risk","post",251,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr",NA,NA,1,"msd","depression","post",12,"qids-sr-16","self-report",1,7.33,17.88,4.01,4.06,151,100,"17.41","6.17",151,"18.55","6.04",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,"19","47",2022,0,"gsh",2,"Selfapy",5,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,"Krämer_2022_msd_qids-sr-16_post_12_self-report_cbt_wl_guided_ctr",0.173996169479733,NA,NA,NA,NA,NA,NA
"136","Krämer, 2022",136,1.26693743887661,-1.26693743887661,NA,0.0198393564060754,0.140852250269832,"website","guided","adul","cbt-based","wl","mood","high risk","post",251,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr",NA,NA,1,"msd","depression","post",12,"hdrs","clinician-rated",1,11.95,21.13,6.5,8.2,151,100,"23.23","6.28",151,"22.64","6.76",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,"19","47",2022,0,"gsh",2,"Selfapy",5,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,12,"Krämer_2022_msd_hdrs_post_12_clinician-rated_cbt_wl_guided_ctr",0.140852250269832,NA,NA,NA,NA,NA,NA
"137","Krämer, 2022",137,2.42637282307407,-2.42637282307407,NA,0.0822895614902402,0.286861571999876,"website","guided","adul","cbt-based","wl","mood","high risk","follow-up",93,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr",NA,NA,1,"msd","depression","fu1",24,"bdi-2","self-report",0,15.92,38.28,8.79,9.88,64,29,"30.09","9.18",151,"30.88","10.74",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,"68","71",2022,0,"gsh",2,"Selfapy",5,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Krämer_2022_msd_bdi-2_fu1_24_self-report_cbt_wl_guided_ctr",0.286861571999876,NA,NA,NA,NA,NA,NA
"138","Krämer, 2022",138,2.09040617120572,-2.09040617120572,NA,0.0734956954029349,0.271100895245543,"website","guided","adul","cbt-based","wl","mood","high risk","follow-up",94,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr",NA,NA,1,"msd","depression","fu1",24,"qids-sr-16","self-report",0,8.42,18.76,4.8,5.14,65,29,"17.41","6.17",151,"18.55","6.04",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,"68","71",2022,0,"gsh",2,"Selfapy",5,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Krämer_2022_msd_qids-sr-16_fu1_24_self-report_cbt_wl_guided_ctr",0.271100895245543,NA,NA,NA,NA,NA,NA
"139","Krämer, 2022",139,2.13063351096689,-2.13063351096689,NA,0.303131641973529,0.550573920535226,"website","guided","adul","cbt-based","wl","mood","high risk","follow-up",24,NA,NA,"cbt","wl","cognitive behavioral therapy, systemic therapy, and mindfulness training","weekly standardized mindfulness exercises via email","guided","ctr",NA,NA,1,"msd","depression","fu1",24,"hdrs","clinician-rated",0,12.24,26.29,7.02,4.15,17,7,"23.23","6.28",151,"22.64","6.76",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,100,"87","93",2022,0,"gsh",2,"Selfapy",5,1,0,"12","9.4","eu","high","adul","37","0.83","com","mood","adul",NA,"1","1","sr","1",4,NA,"Krämer, R., Köhne-Voll, , L., Schumacher, A., & Köhler, S. Efficacy of an online intervention for treatment of depressive disorders: a three-arm randomized controlled trial comparing guided and unguided self-help with waitlist control. JMIR Form Res.","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,24,"Krämer_2022_msd_hdrs_fu1_24_clinician-rated_cbt_wl_guided_ctr",0.550573920535226,NA,NA,NA,NA,NA,NA
"140","Lambert, 2018",140,0.916638930359021,-0.916638930359021,NA,0.0886725663716814,0.297779392120545,"website","human encouragement","adul","cbt-based","wl","cut","high risk","post",50,"1",NA,"bat","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",8,"phq-8","self-report",0,8.7,12.9,4.8,4.2,25,25,"14.4","3.4",32,"14.8","2.9",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,"7","5",2018,0,"ush",2,"eMotion",4,0,0,"13","3","uk","high","adul","38.1","0.84","com","cut","adul",NA,"1","1","sr","0",3,NA,"Lambert, J. D., Greaves, C. J., Farr, P., Price, L., Haase, A. M., & Taylor, A. H. Web-Based Intervention Using Behavioral Activation and Physical Activity for Adults With Depression (The eMotion Study): Pilot Randomized Controlled Trial. J Med Internet Res, 20(7), e10112.","Low risk","High risk","Some concerns","Low risk","Some concerns","High risk",NA,8,"Lambert_2018_msd_phq-8_post_8_self-report_bat_wl_NA_NA",0.297779392120545,NA,NA,NA,NA,NA,NA
